"","V5","animal","clothes","food","furniture","toy"
"112","rooster",1.83333333333333,0.666666666666667,1.5,0,6
"113","salt",0,0.833333333333333,6.33333333333333,0,0.833333333333333
"114","sandwich",1.5,2.33333333333333,7,0,4.16666666666667
"115","sauce",1.5,0.833333333333333,2,0,5.66666666666667
"116","scarf",0.333333333333333,0,0,0,0
"117","sheep",13.3333333333333,1.16666666666667,7.5,0.666666666666667,12.1666666666667
"118","shirt",4,8.16666666666667,11,0,16.3333333333333
"119","shoe",14.6666666666667,20.6666666666667,18.1666666666667,0.833333333333333,36.8333333333333
"120","shorts",0,0,1.16666666666667,0,2.66666666666667
"121","shower",2.66666666666667,5.66666666666667,4.33333333333333,1.66666666666667,5.33333333333333
"122","sink",0,1.83333333333333,4.5,0,7
"123","slipper",0.833333333333333,1.83333333333333,2,0,12.8333333333333
"124","sneaker",0.833333333333333,0,0,0,0.333333333333333
"125","sock",2,5.33333333333333,4.33333333333333,0,11.6666666666667
"126","soda",0,0.333333333333333,1.83333333333333,0,6
"127","sofa",0.666666666666667,1.66666666666667,0.666666666666667,1.83333333333333,2
"128","soup",5.5,0.333333333333333,2.5,0,1.66666666666667
"129","squirrel",0.833333333333333,0,8.5,0,1.5
"130","story",20.8333333333333,2.66666666666667,5.83333333333333,0,23.8333333333333
"131","stove",3.16666666666667,0.333333333333333,9.66666666666667,0,4
"132","strawberry",0.333333333333333,2.33333333333333,3.5,0,2.5
"133","sweater",0.833333333333333,0,1.5,0,1.16666666666667
"134","table",10.1666666666667,6.5,43.8333333333333,4.33333333333333,44.3333333333333
"135","tiger",7.83333333333333,0.666666666666667,8.5,0.833333333333333,1.83333333333333
"136","toast",2.5,4.16666666666667,9.16666666666667,0,3
"137","toy",37.6666666666667,13.3333333333333,27.6666666666667,1.83333333333333,0
"138","tuna",3.66666666666667,0,3.66666666666667,0,0
"139","turkey",2,1.66666666666667,5.5,0,2
"140","turtle",7.33333333333333,3.5,5.83333333333333,0,1.83333333333333
"141","tv",5.33333333333333,4.33333333333333,3.5,0,12.1666666666667
"142","vanilla",0.666666666666667,0.333333333333333,0.333333333333333,0,1.16666666666667
"143","water",52,15,62,1.16666666666667,50.6666666666667
"144","window",9.33333333333333,2.33333333333333,10.5,0,12
"145","wolf",3,2.33333333333333,1.16666666666667,0,1.16666666666667
"146","yogurt",3.66666666666667,3,13.1666666666667,0,1.5
"147","zebra",9.16666666666667,0.333333333333333,1.5,0,3
"148","zipper",0.333333333333333,0.333333333333333,0,0,1.16666666666667
